# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
1.714780451e+00 2.640322e-03 3.569346e-03 3.780290e-03 4.300470e-03 4.954330e-03 4.996297e-03 6.526249e-03 8.107762e-03 9.163685e-03 1.027138e-02 1.073417e-02 2.063126e-02 3.155059e-02 4.835406e-02 6.652332e-02 7.702746e-02 2.322636e-01 4.714115e-01 7.471297e-01 1.111715e+00 1.615867e+00 2.397306e+00 3.768549e+00 7.600314e+00 6.892616e+01 
1.714801159e+00 1.239360e-03 2.957197e-03 3.690152e-03 4.205211e-03 4.427625e-03 4.507753e-03 6.665014e-03 7.882491e-03 9.220033e-03 1.030363e-02 1.055042e-02 2.010598e-02 3.350618e-02 4.780283e-02 6.552982e-02 7.878896e-02 2.333485e-01 4.677629e-01 7.485086e-01 1.106251e+00 1.642607e+00 2.393157e+00 3.771033e+00 7.674475e+00 6.725649e+01 
1.714823250e+00 1.268385e-03 2.108067e-03 2.999053e-03 3.621320e-03 3.778290e-03 3.974759e-03 6.556708e-03 8.193726e-03 9.353421e-03 1.066136e-02 1.097824e-02 1.972722e-02 3.111703e-02 4.582807e-02 6.573516e-02 7.819455e-02 2.343597e-01 4.705832e-01 7.419310e-01 1.107161e+00 1.629019e+00 2.366573e+00 3.743202e+00 7.664165e+00 6.211613e+01 
1.714845184e+00 2.283165e-03 2.738063e-03 4.061784e-03 4.131464e-03 4.184039e-03 4.220466e-03 6.377927e-03 8.137377e-03 9.259125e-03 1.054337e-02 1.090973e-02 2.000502e-02 3.283505e-02 4.742333e-02 6.696714e-02 7.832477e-02 2.376665e-01 4.829992e-01 7.700763e-01 1.114783e+00 1.630168e+00 2.402463e+00 3.796382e+00 7.518455e+00 7.250984e+01 
1.714864428e+00 6.708975e-04 2.371952e-03 2.818451e-03 3.018768e-03 3.155758e-03 3.437862e-03 5.799401e-03 7.489602e-03 8.859353e-03 1.012540e-02 1.055413e-02 1.962292e-02 3.111624e-02 4.646705e-02 6.661159e-02 7.780383e-02 2.354480e-01 4.685285e-01 7.689908e-01 1.135913e+00 1.649150e+00 2.381993e+00 3.787931e+00 7.578997e+00 7.101350e+01 
1.714890390e+00 1.929306e-03 2.476582e-03 2.907369e-03 3.535411e-03 3.744248e-03 3.890954e-03 5.834330e-03 7.318793e-03 8.590051e-03 9.843142e-03 1.041362e-02 2.040128e-02 3.136629e-02 4.787191e-02 6.676280e-02 7.712713e-02 2.334259e-01 4.686444e-01 7.665085e-01 1.128277e+00 1.619671e+00 2.400564e+00 3.790481e+00 7.726582e+00 6.633753e+01 
1.714905960e+00 1.360484e-03 3.201850e-03 3.646387e-03 4.199041e-03 4.438038e-03 4.454171e-03 6.460618e-03 7.626998e-03 9.051082e-03 1.074863e-02 1.090782e-02 2.026941e-02 3.141529e-02 4.635232e-02 6.595253e-02 7.668692e-02 2.380751e-01 4.812346e-01 7.578805e-01 1.124831e+00 1.627869e+00 2.398266e+00 3.787278e+00 7.534506e+00 7.228429e+01 
1.714923974e+00 1.692496e-03 3.081435e-03 3.198116e-03 3.795059e-03 3.832475e-03 3.862943e-03 5.979715e-03 7.927058e-03 8.888880e-03 1.012954e-02 1.045026e-02 1.955423e-02 3.357681e-02 4.731256e-02 6.769738e-02 7.853763e-02 2.333327e-01 4.703314e-01 7.534374e-01 1.106385e+00 1.627960e+00 2.385032e+00 3.732252e+00 7.574713e+00 7.197768e+01 
1.714949968e+00 4.159924e-04 2.214058e-03 3.331589e-03 3.658844e-03 4.113665e-03 4.181605e-03 5.854554e-03 7.183766e-03 8.691326e-03 9.864402e-03 1.075791e-02 2.102458e-02 3.282125e-02 4.666265e-02 6.827646e-02 7.885113e-02 2.357103e-01 4.682702e-01 7.508818e-01 1.107710e+00 1.595431e+00 2.392571e+00 3.748435e+00 7.453180e+00 7.341888e+01 
1.714967710e+00 2.109127e-03 2.692765e-03 3.294322e-03 3.613054e-03 4.386623e-03 4.475748e-03 6.800747e-03 8.527496e-03 9.363266e-03 1.021825e-02 1.062579e-02 2.050311e-02 3.362048e-02 4.658043e-02 6.766286e-02 7.742673e-02 2.316534e-01 4.656866e-01 7.525764e-01 1.113970e+00 1.627702e+00 2.392980e+00 3.768891e+00 7.453854e+00 7.230000e+01 
1.714986453e+00 1.574802e-03 2.706143e-03 2.791143e-03 3.452138e-03 3.891457e-03 3.946749e-03 5.870883e-03 7.563039e-03 8.915853e-03 1.038979e-02 1.075015e-02 2.107159e-02 3.242375e-02 4.792545e-02 6.661823e-02 7.792004e-02 2.334667e-01 4.598625e-01 7.441703e-01 1.114082e+00 1.632654e+00 2.390726e+00 3.740349e+00 7.516079e+00 6.582825e+01 
1.715005730e+00 1.452473e-03 2.529824e-03 3.067389e-03 3.101683e-03 3.630448e-03 3.957567e-03 5.906325e-03 7.674756e-03 8.618937e-03 1.003586e-02 1.050175e-02 2.040791e-02 3.322943e-02 4.727056e-02 6.748015e-02 7.946865e-02 2.321235e-01 4.658644e-01 7.546692e-01 1.127394e+00 1.638882e+00 2.407812e+00 3.773499e+00 7.366351e+00 7.080380e+01 
1.715025732e+00 1.375850e-03 3.094193e-03 3.398258e-03 3.534770e-03 3.758811e-03 4.001674e-03 5.798080e-03 7.453870e-03 8.570480e-03 1.009998e-02 1.049128e-02 2.164207e-02 3.210519e-02 4.792339e-02 6.705294e-02 7.836508e-02 2.313926e-01 4.703637e-01 7.514349e-01 1.108524e+00 1.648716e+00 2.391792e+00 3.763325e+00 7.648945e+00 7.494866e+01 
1.715047224e+00 1.562042e-03 1.944242e-03 2.095938e-03 3.113180e-03 3.626554e-03 3.728085e-03 5.677598e-03 7.425392e-03 8.859033e-03 1.025422e-02 1.044646e-02 2.202972e-02 3.261459e-02 4.770850e-02 6.803116e-02 7.714848e-02 2.348193e-01 4.690845e-01 7.518681e-01 1.139492e+00 1.640880e+00 2.382613e+00 3.736875e+00 7.597747e+00 6.943725e+01 
1.715063275e+00 2.105105e-03 2.718547e-03 2.750380e-03 3.276212e-03 3.711914e-03 3.746524e-03 6.287075e-03 7.340513e-03 8.979982e-03 1.039797e-02 1.075728e-02 2.035674e-02 3.206695e-02 4.786171e-02 6.866175e-02 7.905278e-02 2.329948e-01 4.670696e-01 7.547370e-01 1.129299e+00 1.636997e+00 2.365406e+00 3.779994e+00 7.601980e+00 7.070334e+01 
1.715082584e+00 4.068194e-04 2.246870e-03 2.597887e-03 3.015973e-03 3.458476e-03 3.513532e-03 6.010259e-03 7.384100e-03 9.240444e-03 1.046335e-02 1.090297e-02 2.071174e-02 3.149782e-02 4.616015e-02 6.561039e-02 7.637271e-02 2.346621e-01 4.667075e-01 7.579095e-01 1.143417e+00 1.623336e+00 2.370900e+00 3.706661e+00 7.378954e+00 7.106206e+01 
1.715097920e+00 1.835552e-03 2.539102e-03 3.821938e-03 4.306975e-03 4.491938e-03 4.544508e-03 6.971357e-03 8.229927e-03 9.245154e-03 1.037581e-02 1.105136e-02 2.037131e-02 3.186247e-02 4.678134e-02 6.671646e-02 7.894035e-02 2.355961e-01 4.759038e-01 7.567931e-01 1.137030e+00 1.639544e+00 2.445089e+00 3.779363e+00 7.691470e+00 7.305842e+01 
1.715121530e+00 1.016887e-03 2.412451e-03 3.144652e-03 3.459178e-03 4.055547e-03 4.115816e-03 6.083855e-03 7.881692e-03 8.870155e-03 1.023451e-02 1.072841e-02 1.993600e-02 3.098936e-02 4.617354e-02 6.803038e-02 7.862350e-02 2.354492e-01 4.688712e-01 7.633418e-01 1.125055e+00 1.600200e+00 2.403486e+00 3.759626e+00 7.509882e+00 6.702280e+01 
1.715148000e+00 1.580867e-03 2.529283e-03 2.953577e-03 3.273502e-03 3.740548e-03 3.800009e-03 5.678834e-03 7.427445e-03 8.606803e-03 9.423818e-03 9.907839e-03 2.023416e-02 3.223787e-02 4.689647e-02 6.721625e-02 7.820307e-02 2.357884e-01 4.668378e-01 7.595342e-01 1.128603e+00 1.629071e+00 2.401835e+00 3.768948e+00 7.599153e+00 6.898270e+01 
1.715170270e+00 1.758695e-03 2.242749e-03 3.039171e-03 3.491213e-03 4.037098e-03 4.171034e-03 5.974364e-03 7.582422e-03 8.665924e-03 9.583855e-03 9.885828e-03 2.025493e-02 3.251895e-02 4.765221e-02 6.709624e-02 7.732505e-02 2.398140e-01 4.744080e-01 7.644582e-01 1.124663e+00 1.616911e+00 2.396271e+00 3.729478e+00 7.505177e+00 6.819518e+01 
1.715190986e+00 2.242975e-03 2.779985e-03 3.359899e-03 3.861133e-03 4.406411e-03 4.525837e-03 6.350660e-03 7.388027e-03 8.669688e-03 1.004842e-02 1.055178e-02 2.098151e-02 3.390457e-02 4.854088e-02 6.743049e-02 7.678889e-02 2.397575e-01 4.820690e-01 7.683461e-01 1.146834e+00 1.633039e+00 2.399486e+00 3.724701e+00 7.631954e+00 7.210990e+01 
1.715210867e+00 1.656161e-03 2.075718e-03 2.956579e-03 4.165946e-03 4.453533e-03 4.515238e-03 6.219753e-03 7.452950e-03 8.543167e-03 9.635555e-03 1.038841e-02 2.097462e-02 3.346400e-02 4.789635e-02 6.618844e-02 7.710426e-02 2.455151e-01 4.721690e-01 7.571748e-01 1.129327e+00 1.645446e+00 2.393656e+00 3.742734e+00 7.584046e+00 7.442770e+01 
1.715234776e+00 2.231787e-03 2.937305e-03 3.882712e-03 4.731199e-03 4.820261e-03 4.863427e-03 6.318636e-03 7.790668e-03 8.699398e-03 9.740906e-03 1.034819e-02 2.110977e-02 3.254684e-02 4.707009e-02 6.785607e-02 7.976024e-02 2.372265e-01 4.632943e-01 7.434731e-01 1.111608e+00 1.624237e+00 2.393132e+00 3.716950e+00 7.485533e+00 6.948452e+01 
1.715250982e+00 1.824727e-03 2.920053e-03 3.498141e-03 3.777057e-03 4.456069e-03 4.717229e-03 6.484789e-03 7.918540e-03 8.773546e-03 1.045458e-02 1.086040e-02 2.040925e-02 3.275351e-02 4.822605e-02 7.051467e-02 8.083965e-02 2.361638e-01 4.672145e-01 7.423917e-01 1.120599e+00 1.651068e+00 2.426766e+00 3.778913e+00 7.716492e+00 7.430934e+01 
1.715270185e+00 3.174286e-03 3.414937e-03 4.279750e-03 4.670235e-03 4.941530e-03 4.994007e-03 6.309545e-03 7.263368e-03 8.396651e-03 1.014495e-02 1.058188e-02 1.964113e-02 3.104700e-02 4.838330e-02 6.856343e-02 8.024407e-02 2.343346e-01 4.663806e-01 7.513966e-01 1.122933e+00 1.634356e+00 2.414420e+00 3.823953e+00 7.551476e+00 7.115725e+01 
1.715288220e+00 1.382127e-03 2.588151e-03 2.739389e-03 3.150616e-03 3.232332e-03 3.746002e-03 5.993102e-03 7.088130e-03 8.012494e-03 9.129437e-03 9.539406e-03 1.935410e-02 3.229781e-02 4.725822e-02 6.680312e-02 7.747593e-02 2.343577e-01 4.710162e-01 7.676333e-01 1.155791e+00 1.655904e+00 2.391620e+00 3.760576e+00 7.431160e+00 7.238264e+01 
1.715304386e+00 1.298703e-03 2.126931e-03 2.770727e-03 3.359893e-03 3.899650e-03 4.206785e-03 5.802610e-03 6.946245e-03 8.093029e-03 9.246070e-03 9.604706e-03 1.912590e-02 3.188695e-02 4.681498e-02 6.888932e-02 7.972467e-02 2.389701e-01 4.654350e-01 7.566893e-01 1.136374e+00 1.625305e+00 2.394498e+00 3.803372e+00 7.524087e+00 7.611627e+01 
1.715325337e+00 2.729599e-03 2.807893e-03 2.996810e-03 3.154091e-03 3.344133e-03 3.738706e-03 5.320039e-03 7.065115e-03 8.042361e-03 8.936135e-03 9.322322e-03 1.924353e-02 3.117493e-02 4.601391e-02 6.628545e-02 7.661712e-02 2.351755e-01 4.757552e-01 7.430923e-01 1.119424e+00 1.616809e+00 2.368473e+00 3.785532e+00 7.785481e+00 7.235690e+01 
1.715343095e+00 1.876551e-03 2.530421e-03 3.219298e-03 3.450340e-03 4.017921e-03 4.700373e-03 6.033345e-03 7.617026e-03 8.866276e-03 9.562902e-03 9.948772e-03 1.990974e-02 3.264147e-02 4.823080e-02 6.746701e-02 7.852598e-02 2.378169e-01 4.722316e-01 7.549357e-01 1.133490e+00 1.647436e+00 2.415973e+00 3.834488e+00 7.508820e+00 7.009331e+01 
1.715365503e+00 1.885766e-03 2.091781e-03 2.930972e-03 3.308070e-03 3.819949e-03 4.171931e-03 6.298488e-03 7.425738e-03 8.267766e-03 9.196728e-03 9.762880e-03 2.027060e-02 3.357304e-02 5.032952e-02 6.853137e-02 8.007022e-02 2.326152e-01 4.719172e-01 7.565941e-01 1.129856e+00 1.644357e+00 2.395123e+00 3.786980e+00 7.673924e+00 7.180079e+01 
1.715382282e+00 1.552065e-03 2.290952e-03 2.461141e-03 3.434672e-03 3.712707e-03 3.875502e-03 5.869966e-03 7.400231e-03 8.175215e-03 9.683568e-03 1.013215e-02 2.033315e-02 3.271927e-02 4.722391e-02 6.685871e-02 7.844991e-02 2.291152e-01 4.619657e-01 7.508806e-01 1.116613e+00 1.647655e+00 2.388917e+00 3.731982e+00 7.483288e+00 6.735532e+01 
1.715400555e+00 2.389191e-03 2.776459e-03 2.965975e-03 3.071786e-03 3.808863e-03 3.991660e-03 6.313055e-03 7.348538e-03 8.791075e-03 9.930154e-03 1.036516e-02 2.020892e-02 3.227529e-02 4.800611e-02 6.763343e-02 7.863421e-02 2.386437e-01 4.667704e-01 7.441000e-01 1.116957e+00 1.626709e+00 2.391587e+00 3.739669e+00 7.504757e+00 7.254590e+01 
1.715418501e+00 1.603143e-03 2.210443e-03 2.700272e-03 2.864146e-03 3.496524e-03 3.506935e-03 5.403412e-03 6.593054e-03 8.431802e-03 9.890346e-03 1.028517e-02 2.060447e-02 3.285214e-02 4.796641e-02 6.979009e-02 8.179164e-02 2.368305e-01 4.813060e-01 7.751992e-01 1.144594e+00 1.652179e+00 2.413288e+00 3.702149e+00 7.539565e+00 7.649762e+01 
1.715432945e+00 1.917239e-03 2.455955e-03 2.611663e-03 3.009705e-03 3.484583e-03 3.663671e-03 6.146144e-03 7.615537e-03 8.706480e-03 1.040377e-02 1.069855e-02 2.028713e-02 3.286176e-02 4.721733e-02 6.538477e-02 7.661750e-02 2.390333e-01 4.819184e-01 7.691297e-01 1.138261e+00 1.645584e+00 2.422917e+00 3.816097e+00 7.729546e+00 7.411372e+01 
1.715448367e+00 1.445972e-03 2.470152e-03 2.689704e-03 2.835316e-03 3.248075e-03 3.774252e-03 6.154659e-03 7.462664e-03 8.573941e-03 9.897367e-03 1.018389e-02 2.069648e-02 3.183247e-02 4.656582e-02 6.807487e-02 7.881464e-02 2.405870e-01 4.909585e-01 7.725295e-01 1.137684e+00 1.668156e+00 2.419022e+00 3.779233e+00 7.602794e+00 7.473354e+01 
1.715462644e+00 1.962081e-03 2.780729e-03 2.893302e-03 3.112458e-03 3.255882e-03 3.282122e-03 6.356602e-03 7.655927e-03 8.583837e-03 9.695576e-03 1.017100e-02 2.042346e-02 3.166589e-02 4.909428e-02 6.765874e-02 7.850344e-02 2.313402e-01 4.695225e-01 7.537631e-01 1.134446e+00 1.654132e+00 2.385820e+00 3.792811e+00 7.816273e+00 7.490682e+01 
1.715483555e+00 1.510343e-03 2.043251e-03 2.354630e-03 2.855596e-03 3.309937e-03 3.761924e-03 6.142085e-03 7.301955e-03 8.281754e-03 9.722986e-03 9.956194e-03 2.051188e-02 3.320719e-02 4.671884e-02 6.515746e-02 7.584717e-02 2.351150e-01 4.596523e-01 7.482262e-01 1.114272e+00 1.642253e+00 2.397054e+00 3.763145e+00 7.459464e+00 6.944310e+01 
1.715496459e+00 1.429135e-03 2.239207e-03 2.806768e-03 3.335750e-03 3.516824e-03 3.530522e-03 5.997766e-03 7.469392e-03 8.281917e-03 9.529501e-03 9.986517e-03 2.014289e-02 3.245543e-02 4.832222e-02 6.499349e-02 7.591922e-02 2.288748e-01 4.679843e-01 7.647421e-01 1.147620e+00 1.663148e+00 2.404751e+00 3.725879e+00 7.514481e+00 6.975924e+01 
1.715515962e+00 2.964293e-03 3.097969e-03 3.224594e-03 3.513229e-03 3.673004e-03 3.774518e-03 6.567921e-03 7.806018e-03 8.821899e-03 9.766935e-03 1.033613e-02 2.045251e-02 3.085622e-02 4.736209e-02 6.603845e-02 7.630104e-02 2.327428e-01 4.703415e-01 7.616198e-01 1.136446e+00 1.633872e+00 2.388332e+00 3.800472e+00 7.607279e+00 7.334639e+01 
1.715533908e+00 1.008151e-03 2.215134e-03 3.080064e-03 3.522031e-03 3.709451e-03 3.818501e-03 6.139318e-03 7.438184e-03 8.241179e-03 9.367462e-03 9.913521e-03 1.989228e-02 3.258391e-02 4.743410e-02 6.677533e-02 7.719428e-02 2.380009e-01 4.752128e-01 7.545102e-01 1.119833e+00 1.624996e+00 2.417144e+00 3.733661e+00 7.675867e+00 6.868240e+01 
1.715553049e+00 1.356975e-03 2.228694e-03 2.776357e-03 2.957974e-03 3.217886e-03 3.304988e-03 5.529444e-03 6.266740e-03 7.393715e-03 8.635786e-03 9.065499e-03 1.952627e-02 3.280395e-02 4.930020e-02 6.666835e-02 7.951780e-02 2.384023e-01 4.722605e-01 7.572912e-01 1.128711e+00 1.619705e+00 2.396967e+00 3.805533e+00 7.554970e+00 6.903986e+01 
1.715568559e+00 3.648695e-04 2.012739e-03 2.738270e-03 3.639789e-03 4.020149e-03 4.024503e-03 5.877697e-03 7.113605e-03 8.019682e-03 8.966273e-03 9.480742e-03 2.019825e-02 3.069840e-02 4.593074e-02 6.656117e-02 7.811280e-02 2.354685e-01 4.661921e-01 7.642899e-01 1.140838e+00 1.619288e+00 2.365118e+00 3.754043e+00 7.635340e+00 6.711220e+01 
1.715582672e+00 3.211784e-04 2.404309e-03 2.588951e-03 3.072448e-03 4.097035e-03 4.496186e-03 5.994486e-03 7.180850e-03 8.162946e-03 9.056375e-03 9.560058e-03 1.947118e-02 3.149728e-02 4.901636e-02 6.849108e-02 8.086752e-02 2.379157e-01 4.708778e-01 7.628709e-01 1.146067e+00 1.660409e+00 2.409366e+00 3.740013e+00 7.694605e+00 7.128540e+01 
1.715598052e+00 7.310348e-04 9.408272e-04 2.245034e-03 2.779239e-03 2.998299e-03 3.210182e-03 5.062919e-03 6.744248e-03 7.930007e-03 8.710882e-03 9.011103e-03 1.944515e-02 3.095779e-02 4.911510e-02 7.042237e-02 8.196627e-02 2.411175e-01 4.749796e-01 7.600801e-01 1.118069e+00 1.628289e+00 2.392116e+00 3.751317e+00 7.608160e+00 7.300074e+01 
1.715617631e+00 1.195666e-03 1.925361e-03 2.336695e-03 3.270586e-03 3.451733e-03 3.561292e-03 5.313141e-03 6.938031e-03 8.038614e-03 8.935482e-03 9.268349e-03 1.963410e-02 3.141751e-02 4.820148e-02 6.990459e-02 8.248188e-02 2.346952e-01 4.714882e-01 7.637677e-01 1.134248e+00 1.623108e+00 2.368528e+00 3.816441e+00 7.633687e+00 6.842360e+01 
1.715637520e+00 7.502860e-04 1.858389e-03 2.142298e-03 2.502691e-03 2.789024e-03 3.378605e-03 5.811923e-03 7.362820e-03 7.858885e-03 8.574061e-03 9.435833e-03 1.979217e-02 3.098290e-02 4.859160e-02 6.871040e-02 7.911494e-02 2.421704e-01 4.763785e-01 7.648477e-01 1.149969e+00 1.646113e+00 2.387150e+00 3.803275e+00 7.623581e+00 6.901063e+01 
1.715654085e+00 1.099198e-03 1.920112e-03 2.322114e-03 3.062598e-03 3.289833e-03 3.317403e-03 5.466756e-03 6.803614e-03 7.649061e-03 8.494074e-03 9.133733e-03 2.006980e-02 3.290282e-02 4.898531e-02 6.652570e-02 7.956329e-02 2.390922e-01 4.711147e-01 7.547007e-01 1.117596e+00 1.643302e+00 2.381880e+00 3.736915e+00 7.676096e+00 6.618617e+01 
1.715670094e+00 1.269136e-03 2.944552e-03 3.224221e-03 3.555976e-03 3.906002e-03 3.940572e-03 6.106764e-03 7.518193e-03 8.515986e-03 9.708693e-03 1.002675e-02 1.976309e-02 3.290711e-02 4.991081e-02 6.832169e-02 8.099497e-02 2.350579e-01 4.613456e-01 7.571079e-01 1.129808e+00 1.645438e+00 2.422751e+00 3.764399e+00 7.482902e+00 7.461068e+01 
1.715681170e+00 9.356565e-04 2.199093e-03 3.331520e-03 3.385101e-03 3.820476e-03 4.022178e-03 6.852233e-03 7.910564e-03 8.610496e-03 9.573107e-03 1.000263e-02 1.985952e-02 3.191527e-02 4.837265e-02 6.759530e-02 7.961046e-02 2.380244e-01 4.648391e-01 7.670515e-01 1.118181e+00 1.619854e+00 2.385936e+00 3.761454e+00 7.503629e+00 7.143791e+01 
1.715699127e+00 1.271942e-03 3.268543e-03 3.402853e-03 3.553528e-03 3.982729e-03 4.031045e-03 6.059983e-03 7.407470e-03 8.573142e-03 9.482690e-03 9.797259e-03 2.058577e-02 3.269058e-02 4.895901e-02 6.899166e-02 8.128798e-02 2.399100e-01 4.704674e-01 7.663788e-01 1.139244e+00 1.651345e+00 2.385550e+00 3.714936e+00 7.404511e+00 7.119869e+01 
1.715712194e+00 1.050823e-03 3.300996e-03 3.602081e-03 3.814299e-03 4.110192e-03 4.201576e-03 5.698018e-03 7.046830e-03 8.497132e-03 9.415305e-03 1.016945e-02 2.004096e-02 3.258529e-02 4.998597e-02 6.948986e-02 8.229397e-02 2.348408e-01 4.689789e-01 7.597826e-01 1.124284e+00 1.640018e+00 2.411963e+00 3.783668e+00 7.447646e+00 6.183610e+01 
1.715726786e+00 2.647042e-03 3.011420e-03 3.142888e-03 3.371856e-03 3.744644e-03 3.910214e-03 5.581563e-03 7.190387e-03 8.199435e-03 8.915470e-03 9.517457e-03 1.904256e-02 3.274549e-02 4.919795e-02 6.615466e-02 7.871045e-02 2.417903e-01 4.699154e-01 7.558611e-01 1.118003e+00 1.596293e+00 2.360628e+00 3.687493e+00 7.518476e+00 7.120708e+01 
1.715743500e+00 1.112943e-03 1.818733e-03 2.429111e-03 2.713886e-03 3.398415e-03 3.622668e-03 6.277274e-03 7.307282e-03 8.286587e-03 9.125932e-03 9.409890e-03 1.944411e-02 3.284073e-02 4.828215e-02 6.922573e-02 8.044423e-02 2.336807e-01 4.666650e-01 7.504545e-01 1.116297e+00 1.610830e+00 2.406556e+00 3.702796e+00 7.523431e+00 7.524999e+01 
1.715765058e+00 1.633934e-03 1.723032e-03 3.047046e-03 3.215402e-03 3.660622e-03 3.716268e-03 5.520489e-03 7.332082e-03 8.325511e-03 9.238864e-03 9.642164e-03 1.939171e-02 3.138848e-02 4.872087e-02 7.013565e-02 8.302152e-02 2.414252e-01 4.661511e-01 7.470093e-01 1.110226e+00 1.614368e+00 2.382381e+00 3.759332e+00 7.491600e+00 7.023392e+01 
1.715781834e+00 1.290290e-03 2.380594e-03 3.334929e-03 3.408235e-03 3.436492e-03 3.998347e-03 6.123416e-03 7.546963e-03 8.683712e-03 9.607595e-03 1.014733e-02 1.964380e-02 3.182952e-02 4.841018e-02 6.806629e-02 8.224631e-02 2.395269e-01 4.701688e-01 7.587927e-01 1.114711e+00 1.632844e+00 2.402989e+00 3.733598e+00 7.599047e+00 7.144119e+01 
1.715803519e+00 7.639853e-04 2.693274e-03 2.986410e-03 3.379607e-03 3.800772e-03 3.849510e-03 5.788934e-03 7.378380e-03 8.166869e-03 8.836226e-03 9.232655e-03 1.950642e-02 3.306322e-02 4.864138e-02 6.735270e-02 7.983602e-02 2.400923e-01 4.742870e-01 7.514466e-01 1.112637e+00 1.619129e+00 2.402728e+00 3.755732e+00 7.588429e+00 7.287369e+01 
1.715821713e+00 1.523186e-03 2.686409e-03 3.492410e-03 3.939516e-03 4.267271e-03 4.329104e-03 5.865012e-03 6.929891e-03 8.404219e-03 9.346767e-03 9.734683e-03 1.940087e-02 3.123220e-02 4.909138e-02 6.837900e-02 8.120466e-02 2.418799e-01 4.779355e-01 7.684327e-01 1.127190e+00 1.637599e+00 2.401463e+00 3.773996e+00 7.519229e+00 7.108591e+01 
1.715838383e+00 1.639307e-03 2.141826e-03 2.722039e-03 2.840528e-03 3.718369e-03 4.192616e-03 6.395519e-03 7.132055e-03 8.512795e-03 9.771825e-03 1.020479e-02 1.935198e-02 3.275897e-02 4.947060e-02 7.259699e-02 8.245843e-02 2.392314e-01 4.675300e-01 7.702657e-01 1.135451e+00 1.631693e+00 2.413331e+00 3.774648e+00 7.634923e+00 6.539991e+01 
1.715855194e+00 1.680500e-03 2.217663e-03 2.567992e-03 3.409021e-03 3.468805e-03 3.480224e-03 5.695883e-03 6.809019e-03 8.526970e-03 9.478582e-03 9.856289e-03 1.909389e-02 3.206894e-02 4.845935e-02 6.975691e-02 8.017147e-02 2.382427e-01 4.596143e-01 7.585381e-01 1.124100e+00 1.627485e+00 2.394314e+00 3.785686e+00 7.655519e+00 7.205248e+01 
1.715871004e+00 1.015398e-03 2.180854e-03 2.724316e-03 3.281180e-03 3.577239e-03 3.677041e-03 6.016151e-03 7.122505e-03 7.887509e-03 9.309445e-03 9.820801e-03 1.936981e-02 3.177203e-02 4.794688e-02 6.787269e-02 7.946248e-02 2.377114e-01 4.678107e-01 7.608745e-01 1.132697e+00 1.647433e+00 2.404985e+00 3.762560e+00 7.451741e+00 6.769265e+01 
1.715886890e+00 9.964773e-04 2.813537e-03 2.982019e-03 3.250797e-03 3.449258e-03 3.501733e-03 5.492846e-03 6.704774e-03 7.660146e-03 8.558312e-03 9.073800e-03 1.893630e-02 3.157456e-02 4.798969e-02 6.909964e-02 8.000592e-02 2.356645e-01 4.703913e-01 7.676039e-01 1.123625e+00 1.626841e+00 2.421402e+00 3.777765e+00 7.552897e+00 6.954166e+01 
1.715907759e+00 2.024702e-03 3.321759e-03 3.693349e-03 3.820175e-03 4.023499e-03 4.131056e-03 5.763492e-03 7.040046e-03 7.828447e-03 8.730384e-03 9.249311e-03 1.917047e-02 3.096252e-02 4.966535e-02 6.833311e-02 7.863078e-02 2.333790e-01 4.687446e-01 7.613025e-01 1.135339e+00 1.660189e+00 2.400358e+00 3.762928e+00 7.493684e+00 6.860654e+01 
1.715923373e+00 1.597952e-03 2.877035e-03 3.583302e-03 3.731125e-03 3.913505e-03 3.936573e-03 5.103256e-03 6.497424e-03 7.905963e-03 8.742745e-03 9.093761e-03 1.891381e-02 3.044936e-02 4.823229e-02 6.956297e-02 7.965895e-02 2.325129e-01 4.720889e-01 7.498205e-01 1.120370e+00 1.633354e+00 2.403260e+00 3.795981e+00 7.596044e+00 7.338948e+01 
1.715933640e+00 8.296262e-04 1.102263e-03 2.682165e-03 3.169817e-03 3.413157e-03 3.478594e-03 5.140152e-03 6.543905e-03 7.200655e-03 8.284867e-03 8.839091e-03 1.929163e-02 3.111139e-02 4.632861e-02 6.777010e-02 7.986999e-02 2.348384e-01 4.704721e-01 7.505867e-01 1.135294e+00 1.661077e+00 2.422434e+00 3.782917e+00 7.561339e+00 7.234391e+01 
1.715947374e+00 1.659269e-03 2.203432e-03 2.743155e-03 3.325735e-03 3.871619e-03 3.884042e-03 5.420167e-03 6.475496e-03 7.384034e-03 8.730473e-03 9.297819e-03 1.917011e-02 3.147043e-02 4.891505e-02 6.873461e-02 8.007981e-02 2.357700e-01 4.607049e-01 7.523935e-01 1.122945e+00 1.632006e+00 2.424592e+00 3.768266e+00 7.697800e+00 7.089469e+01 
