#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
1833 0.0037434657 2.0963074 0.053418451 -1.3638662 1.5550701 0.051654371 1.0210054 997943.21 -9.9579127e-07 -2.2127738 6.0472273e-05 0.083069438 965 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 4116.84 0 0
1833 0.0037434657 2.9755799 0.22620374 0.91099781 1.6236235 0.21773562 1.7125032 997943.21 -9.9579127e-07 -2.2127738 0.061420242 0.36726971 50511 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 12439 0 0
1834 0.0037446218 0.81403876 77.732169 0.19706792 0.041563285 0.073086706 77.981887 997926.04 -9.9575699e-07 -2.1198424 0.0074973225 3.2308043 75406 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 7.4917 0 0
1842 0.0037528575 0.18958416 0.087231055 -1.4423355 1.4325973 0.017513384 1.2532455 997922.35 -9.9574963e-07 -2.1694073 0.052005975 0.12496697 54249 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000268359 0 0
1850 0.0037619877 1.7147407 0.22098887 -1.8893733 0.1045901 0.023577753 4.1274421 997916.73 -9.9573842e-07 -2.1656409 0.13201836 0.023113247 93567 1 0.83654834 0.24837696 93567 109537 0.11885036 0.21002998 na 1 0 0.730569 0.24978 14.3678 0.75664 0.0139845 0 0 0 0 0.0510004 0.248377 0.220265 0.24978 11518.7 368546 -0 0 0.0744396 0.0441616 203.72 0.0446525 0 0 0 0 0 0 0 0 0.836548 0.248377 0 0 na 0 0 na na na
1851 0.0037636695 0.16791586 0.11150747 0.57496484 1.9306536 0.095586177 2.9370598 997909.91 -9.9572481e-07 -2.0720887 0.11746068 0.2152823 86346 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000103369 0 0
1852 0.0037649635 0.23923057 0.043003253 -0.98411915 1.7900314 0.037824391 2.9375966 997908.02 -9.9572105e-07 -2.0784741 0.018638201 0.076977171 75730 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00134008 0 0
1868 0.0037842997 0.15929357 0.037553777 0.13325281 2.1591765 0.031601004 1.4107979 997898.92 -9.9570289e-07 -2.1653336 0.21927024 0.081085233 92152 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6.72208e-05 0 0
1875 0.0037946695 17.82252 0.064990653 1.9032817 1.3952022 0.064990653 0.064990653 997897.13 -9.9569932e-07 -2.2663743 0.71038736 0.090675102 104811 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3297.86 0 0
1878 0.0037988872 0.26913925 0.082137449 2.7175912 0.98191024 0.082137449 0.082137449 997837.04 -9.9557941e-07 -2.3559245 2.1272591 0.080651602 30453 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00306139 0 0
1880 0.0038016311 1.4016337 0.030038294 -2.698482 2.1878108 0.030038294 0.030038294 997835.59 -9.9557652e-07 -2.1660669 3.8742817 0.065718103 0 1 0.7008067 0.18601421 19823 102005 0.50190067 0.65252358 na 0 0 0.628382 0.203003 137.911 0.326843 0.00812971 0 0 0 0 0.0705157 0.0930071 0.207457 0.131952 22905.4 659249 -0 0 0.0337846 0.0199113 59.6327 0.00571118 0 0 0 0 0 0 0 0 0.700807 0.186014 0 0 na 0 0 na na na
1885 0.0038060375 0.26969967 0.51419074 -0.87293519 1.307448 0.42514701 2.7326167 997826.75 -9.9555888e-07 -2.1929444 0.0029429945 0.67227765 13900 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00310655 0 0
1886 0.0038079107 0.2397805 0.018397153 1.3209302 1.649591 0.01686229 0.73854532 997825.16 -9.9555571e-07 -2.1939778 0.046086849 0.030347779 68031 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00136174 0 0
1891 0.0038135036 0.39622823 0.031753429 -1.1495993 1.7657309 0.030290083 1.5193899 997819.58 -9.9554457e-07 -2.2141691 0.034417834 0.05606801 46929 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0477142 0 0
1905 0.0038293924 0.69923495 0.053992589 1.6933902 1.4262335 0.019495226 1.7294044 997805.85 -9.9551717e-07 -2.3088675 0.35780401 0.077006038 33912 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2.64874 0 0
1915 0.0038452293 0.54922418 0.091899854 -0.068811892 2.0128122 0.074110634 1.2666508 997775.81 -9.9545724e-07 -2.0861507 0.058629579 0.18497715 13663 1 0.18004518 0.1674518 13663 101393 0.22734852 0.97949108 na 0 0 0.198026 0.187115 67.1665 0.00759077 0.00647344 0 0 0 0 0.0900226 0.0837259 0.128717 0.121625 703748 813674 -0 0 0.51291 0.500974 0.00453519 0.00272039 0 0 0 0 0 0 0 0 0.180045 0.167452 0 0 na 0 0 na na na
1920 0.0038507287 0.2513399 0.058968779 -0.26475731 2.202707 0.058968779 0.058968779 997762.05 -9.9542978e-07 -2.0975268 0.40137718 0.12989094 70526 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00189307 0 0
1923 0.0038564353 0.21230012 0.046766782 0.037189559 2.2033161 0.038891676 1.8729641 997751.21 -9.9540815e-07 -2.1831186 0.30250633 0.10304201 37773 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000584346 0 0
1924 0.0038585788 0.16333912 0.19451566 -1.922162 0.30451424 0.090562638 1.4313808 997745.92 -9.9539759e-07 -2.2188388 0.15367024 0.059232788 74339 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 8.24932e-05 0 0
1932 0.0038704739 0.17186157 40.114539 0.25988087 0.0022682457 0.023291817 64.86878 997717.95 -9.9534179e-07 -2.1017775 0.0090155385 0.09098963 19438 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000124949 0 0
1936 0.0038773531 0.20521563 0.40767511 0.31585069 3.2769022 0.40767511 0.40767511 997705.47 -9.9531689e-07 -2.2841642 4.0593024 1.3359114 27184 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000462297 0 0
1943 0.0038853515 0.13898825 0.08533308 -1.9859305 0.62680632 0.0049782146 6.608414 997686.16 -9.9527837e-07 -2.1376192 0.17614783 0.053487314 97337 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 2.20836e-05 0 0
1952 0.0038985818 0.30452013 0.14698494 -1.8444304 0.89667116 0.11598778 1.6504241 997654.77 -9.9521574e-07 -2.0620261 0.26752934 0.13179716 76378 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00732589 0 0
1955 0.0039018123 0.71464923 0.0075588106 -1.1154418 1.7813596 0.006580315 2.1689334 997642.75 -9.9519177e-07 -2.2134338 0.012492713 0.01346496 46323 1 0.40654755 0.04561471 46323 104737 0.19718209 0.92154579 na 0 0 0.358923 0.185167 47.5603 0.0367655 4.47563e-05 0 0 0 0 0.254124 0.0228074 0.208626 0.120358 127956 1.09631e+07 0 -0 0.189703 0.260466 1.47234 3.119e-07 0 0 0 0 0 0 0 0 0.406548 0.0456147 0 0 na 0 0 na na na
1959 0.0039062984 0.13094648 0.043153193 1.7736437 1.2864859 0.02203864 1.4099335 997628.92 -9.9516418e-07 -2.3242597 0.20953609 0.055515973 30143 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.35759e-05 0 0
1961 0.0039085305 1.4031065 0.082363757 1.1716803 1.7939758 0.072420949 1.7391936 997622.01 -9.9515038e-07 -2.2752954 0.27203769 0.14775859 64324 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 308.721 0 0
1963 0.003910857 2.873457 0.087646146 1.4601979 1.4172186 0.080223719 1.0415595 997610.47 -9.9512737e-07 -2.1726192 0.083930817 0.12421375 87772 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 12072.2 0 0
1968 0.0039165418 0.16080664 0.091298384 1.2342453 1.6209495 0.054270383 4.3210349 997585.96 -9.9507847e-07 -2.2355266 0.057094441 0.14799007 85951 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 7.26139e-05 0 0
1971 0.0039208734 0.18263498 0.12562468 -1.2619758 1.5291702 0.092956419 4.6784698 997575.63 -9.9505785e-07 -2.2131143 0.064385905 0.1921015 42684 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000205253 0 0
1976 0.0039279974 1.2025491 0.056427481 -1.6637621 1.5246607 0.035893556 3.2784892 997554.44 -9.9501558e-07 -2.1882135 0.44131592 0.086032762 87035 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 105.028 0 0
1978 0.0039326782 0.4930959 0.041841239 -1.8810903 0.92289611 0.012355897 0.94499206 997538.02 -9.9498283e-07 -2.1629114 0.062049367 0.038615116 12410 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.227075 0 0
1978 0.0039326782 0.23436739 0.057576714 -1.3664051 1.5667533 0.012185884 3.9087178 997538.02 -9.9498283e-07 -2.1629114 0.065649349 0.090208506 57202 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00116115 0 0
1978 0.0039326782 0.26207717 0.10196021 0.28331504 2.0029554 0.10005457 3.6486359 997538.02 -9.9498283e-07 -2.1629114 0.076904496 0.20422176 96953 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00253913 0 0
1985 0.0039459909 0.25144567 0.086050555 -1.8708271 0.95365385 0.086029452 4.5557635 997500.05 -9.9490709e-07 -2.1751705 0.17579169 0.082062443 94228 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00189867 0 0
1986 0.003948214 0.28170951 0.087541967 -1.5860914 1.2281006 0.055826799 5.7642881 997492.7 -9.9489243e-07 -2.1475337 0.0063931488 0.10751034 9018 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00422356 0 0
1986 0.003948214 1.0485234 0.70750163 1.2702925 1.3612421 0.70750163 0.70750163 997492.7 -9.9489243e-07 -2.1475337 0.69751924 0.96308098 42287 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 41.0898 0 0
1992 0.0039554021 0.24266271 0.036490188 -2.1262689 0.63063199 0.020174573 1.1414734 997460.35 -9.948279e-07 -2.3029655 0.23289048 0.02301188 49160 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00148033 0 0
1996 0.0039606842 0.46637475 0.090565776 -1.557681 1.3225038 0.052907656 3.7892618 997441.44 -9.9479018e-07 -2.1576829 0.095922726 0.11977358 99365 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.15269 0 0
2001 0.0039674756 0.81086987 0.042562621 -1.1115938 1.8780297 0.041285211 0.78120729 997418.53 -9.9474449e-07 -2.1695451 0.23593514 0.079933868 4801 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 7.2964 0 0
2011 0.0039824503 0.96074139 0.37924715 0.41118376 2.2455549 0.37924715 0.37924715 997344.54 -9.9459692e-07 -2.1086111 1.2032898 0.85162028 16355 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 22.8224 0 0
2022 0.0039946241 0.78160913 0.012128094 -0.0092927706 2.131565 0.011894346 2.6323016 997285.88 -9.9447994e-07 -2.1982635 0.074167042 0.025851819 65955 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5.68507 0 0
2042 0.0040180419 0.80439618 0.050697943 1.9737111 0.64353433 0.049567663 1.555471 997180.25 -9.942693e-07 -2.1907259 0.02217153 0.032625866 71142 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6.91061 0 0
2045 0.0040209346 0.71318404 0.070651182 -1.5923229 1.3399073 0.038521329 1.8315462 997161.26 -9.9423143e-07 -2.2072353 0.099349562 0.094666035 85542 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.03555 0 0
2046 0.0040238069 0.36862045 0.092578972 -0.97133344 1.7563829 0.063771721 1.1813676 997150.99 -9.9421094e-07 -2.1471989 0.026390675 0.16260412 73732 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0285014 0 0
2053 0.0040332985 1.2791192 0.022464425 -0.24548967 2.3823453 0.0032693197 0.83259957 997087.54 -9.9408443e-07 -2.2782822 0.59601928 0.053518016 4356 1 0.49336194 0.3159434 4356 100421 4.650253 0.92168045 na 0 0 0.429882 0.29545 4071.45 0.0690761 0.0211817 0 0 0 0 0.155278 0.315943 0.172116 0.29545 76868.9 224549 -0 0 0.0131361 0.0110652 5.59443 0.248391 0 0 0 0 0 0 0 0 0.493362 0.315943 0 0 na 0 0 na na na
2061 0.0040459681 0.13426455 0.050839357 1.9479883 0.91350904 0.004115474 2.6007144 997014.31 -9.9393843e-07 -2.1138913 0.22807126 0.046442212 5366 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.66526e-05 0 0
2062 0.0040484512 0.89838977 0.06925688 -0.76052086 1.9864052 0.057238449 2.429749 997002.94 -9.9391576e-07 -2.1945657 0.19766655 0.13757223 49866 1 0.50820455 0.060211298 49866 105121 0.35862334 0.82947225 na 0 0 0.443259 0.1688 104.044 0.0774858 0.000178036 0 0 0 0 0.144103 0.0301056 0.17257 0.10972 70429.8 6.29206e+06 -0 0 0.0597242 0.0591283 6.84266 1.00274e-06 0 0 0 0 0 0 0 0 0.508205 0.0602113 0 0 na 0 0 na na na
2063 0.0040506513 0.81155639 0.051501709 -1.8466468 1.2116329 0.039363932 1.7090199 996984.85 -9.938797e-07 -2.1341258 0.32713311 0.062401166 5041 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 7.33834 0 0
2067 0.0040579792 0.16695069 0.021998016 -1.3362503 1.8464657 0.014758126 0.68083423 996937.97 -9.9378622e-07 -2.2243673 0.37546077 0.040618583 2348 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 9.86174e-05 0 0
2072 0.0040645647 0.91854656 0.18057937 -0.15443827 1.8904153 0.16557025 2.9076397 996893.72 -9.9369801e-07 -2.1542612 0.061436738 0.34136999 59519 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 16.8901 0 0
2080 0.0040749474 0.50349398 230.16477 -0.15727396 0.05003435 0.086117573 230.31111 996825.91 -9.9356284e-07 -2.1937566 0.0093159097 11.516145 84869 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.263417 0 0
2085 0.0040831698 0.65581222 0.03475158 1.2421978 1.6602666 0.016396106 1.9978172 996758.55 -9.9342857e-07 -2.0871049 0.07310689 0.057696886 77844 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.69769 0 0
2086 0.0040847422 1.1022494 0.032987572 0.14386308 2.0596902 0.030458002 0.88594857 996748.98 -9.934095e-07 -2.1276795 0.012895838 0.067944179 17539 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 57.6819 0 0
2093 0.0040967163 0.76929486 0.033002885 0.9818393 1.9319375 0.029976967 1.7169659 996669.2 -9.9325048e-07 -2.0967512 0.26628798 0.063759512 39719 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5.10206 0 0
2094 0.0040980823 0.23983191 0.038901119 1.0642101 1.7549372 0.014645647 1.1380803 996651.42 -9.9321505e-07 -2.057755 0.054666664 0.068269021 63303 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00136379 0 0
2097 0.0041034764 0.47687588 0.34349094 -1.6247022 1.0276618 0.11911258 6.3408248 996618.58 -9.9314961e-07 -2.1199853 0.42054911 0.35299253 99651 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.178949 0 0
2101 0.0041093844 5.9311054 0.077971061 -1.9555711 0.73802702 0.077566461 1.8683406 996580.66 -9.9307404e-07 -2.2731156 0.16733091 0.05754475 79617 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 9037.25 0 0
2107 0.0041162572 0.21071614 0.02495139 1.9194357 0.83058047 0.014035503 1.0377079 996502.28 -9.9291784e-07 -2.1559053 0.038142185 0.020724137 15408 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000554869 0 0
2108 0.004117986 0.78097928 0.20884575 -1.5744011 1.1566431 0.059798729 5.2153736 996496.81 -9.9290695e-07 -2.1668609 0.22893935 0.24156001 84457 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 5.65395 0 0
2115 0.004129119 1.1776885 0.56235483 -1.3147893 1.6257942 0.56235483 0.56235483 996423.8 -9.9276145e-07 -2.1670196 1.0273709 0.91427324 3144 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 90.8764 0 0
2120 0.0041396196 0.19733369 0.042222938 -2.0000732 1.1634368 0.017750437 1.8266584 996351.69 -9.9261779e-07 -2.1663403 0.54118553 0.049123721 59731 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000353118 0 0
2120 0.0041396196 0.15714613 0.044208605 0.71602232 1.9712452 0.042131782 1.4228997 996351.69 -9.9261779e-07 -2.1663403 0.070574482 0.087146001 63009 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 6.01706e-05 0 0
2121 0.0041419951 0.18495954 0.015061681 -1.906201 1.738584 0.0092560656 1.2853485 996331.87 -9.9257828e-07 -2.2987111 1.0299415 0.026185998 42415 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000226718 0 0
2121 0.0041419951 0.20498586 0.27113656 2.2553667 0.60461861 0.27113656 0.27113656 996331.87 -9.9257828e-07 -2.2987111 1.1752049 0.16393421 62825 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000458742 0 0
2122 0.0041455348 0.17391351 0.066149955 1.3009154 1.7908033 0.065682343 1.8484115 996314.58 -9.9254385e-07 -2.2520801 0.36469297 0.11846156 22915 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000137662 0 0
2124 0.0041501809 0.19538809 0.045930012 1.1084384 1.8315718 0.024983652 1.0802955 995863.78 -9.9164591e-07 -2.1908608 0.18868593 0.084124112 54399 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000329908 0 0
2128 0.0041566172 0.61346681 0.49179942 -1.7469667 1.4684482 0.49179942 0.49179942 995810.84 -9.9154048e-07 -2.1790966 1.3682003 0.72218195 53222 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.06463 0 0
2130 0.0041600287 0.31354905 0.41212241 0.40345299 1.6014317 0.40994592 1.8049191 995788.08 -9.9149516e-07 -2.1519847 0.039677031 0.6599859 47907 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0090125 0 0
2130 0.0041600287 0.29430106 0.4390332 1.2398837 1.0878633 0.29867319 1.2118373 995788.08 -9.9149516e-07 -2.1519847 0.070445472 0.47760809 59339 1 0.12236013 0.063845672 59339 106109 0.16413394 0.86133827 na 0 0 0.141932 0.165534 56.2848 0.00286547 0.000234658 0 0 0 0 0.0611801 0.0319228 0.0922555 0.107597 1.52387e+06 5.59613e+06 0 -0 0.0665097 0.104357 0.000307485 1.61798e-06 0 0 0 0 0 0 0 0 0.12236 0.0638457 0 0 na 0 0 na na na
2141 0.0041791874 0.14827431 0.17940845 -1.8625471 0.35947654 0.033042225 2.4097936 995177.03 -9.9027877e-07 -2.0687062 0.092064956 0.064493129 9474 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 3.74421e-05 0 0
2142 0.0041811879 0.18248815 0.040200907 -1.3431842 1.590604 0.014413808 4.2994174 995157.75 -9.902404e-07 -2.1944559 0.06552337 0.063943724 91858 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000203909 0 0
2142 0.0041811879 0.17395962 0.033544255 -0.31610616 2.3551426 0.033544255 0.033544255 995157.75 -9.902404e-07 -2.1944559 0.69285578 0.079001505 12819 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00013796 0 0
2149 0.0041955034 1.05355 0.02659496 0.6856291 2.2421698 0.021602368 0.46624022 994971.15 -9.8986909e-07 -2.1236733 0.62659421 0.059630418 5078 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 42.4401 0 0
2150 0.0041980514 0.17175712 0.069285751 -0.79911121 3.0649784 0.069285751 0.069285751 994938.58 -9.8980428e-07 -2.0696134 3.0343207 0.21235933 7850 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000124331 0 0
2151 0.0042000354 88.970292 0.033980664 0.25140691 34.813516 0.033980664 0.033980664 994917.43 -9.897622e-07 -2.1184425 603.93991 1.1829864 105831 0 0 0 0 0 0 0 1 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 11.7573 0 0
2152 0.0042036974 0.13001194 0.029577067 1.3222271 1.6365149 0.029454993 1.0889496 994125.81 -9.8818789e-07 -2.1203824 0.14835907 0.048403312 39700 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 1.28049e-05 0 0
2152 0.0042036974 0.59049363 0.042045193 -1.485961 1.7097822 0.02168507 2.104301 994125.81 -9.8818789e-07 -2.1203824 0.53700557 0.071888123 68579 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.814156 0 0
2155 0.0042104692 0.33980993 0.035392888 -0.30153819 2.0025906 0.035205179 1.0526744 993630.36 -9.8720318e-07 -2.0496676 0.029052905 0.070877465 45986 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0159617 0 0
2159 0.0042181174 0.57344013 0.4317023 1.2672485 2.4798544 0.4317023 0.4317023 993578.26 -9.8709966e-07 -1.9251529 2.5953126 1.0705588 47119 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.662216 0 0
2161 0.0042265913 0.3108113 0.14870317 -1.3917287 1.3648673 0.1447049 1.0318896 993543.42 -9.8703046e-07 -2.1422938 0.14265693 0.20296009 32480 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.00846886 0 0
2167 0.0042467443 0.1935775 0.037657884 -2.0469613 0.43903005 0.022403345 4.3789741 993363.35 -9.8667273e-07 -2.0228775 0.2154806 0.016532943 96900 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.000309511 0 0
2168 0.0042493385 1.659004 0.19313244 0.58624137 1.7352709 0.17288091 10.251257 993341.31 -9.8662894e-07 -2.047227 0.040551408 0.33513709 10918 1 0.71000691 0.33965347 10918 101095 1.4878605 0.58944331 na 0 0 0.636429 0.311435 647.007 0.347764 0.0242862 0 0 0 0 0.0688127 0.339653 0.2089 0.311435 21778 192403 -0 0 0.010918 0.00747669 65.1927 0.415263 0 0 0 0 0 0 0 0 0.710007 0.339653 0 0 na 0 0 na na na
2172 0.0042583907 0.38542526 0.22924839 1.6929314 1.5429843 0.22924839 0.22924839 993265.58 -9.8647852e-07 -1.9932824 1.0429266 0.35372666 91394 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0391716 0 0
2175 0.0042703308 0.34829736 0.049837673 -0.90798601 1.9428922 0.040794039 1.7784719 993013.37 -9.8597764e-07 -2.1405517 0.33202063 0.096829226 53717 0 0 0 0 0 0 0 0 na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na na 0 na na 0.0190262 0 0
